,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month
253,Toronto Central,"1,172","$679,569,290","$579,837","$424,500","2,727",52.2%,"4,432",2.5,98%,29,12,7
254,Toronto C01,337,"$146,717,026","$435,362","$387,000",885,48.0%,"1,435",3.0,98%,31,12,7
255,Toronto C02,43,"$42,797,500","$995,291","$800,000",104,48.5%,236,3.4,97%,32,12,7
256,Toronto C03,41,"$48,703,500","$1,187,890","$580,000",42,61.0%,82,2.1,96%,29,12,7
257,Toronto C04,58,"$62,299,975","$1,074,138","$964,750",114,56.3%,191,2.1,97%,26,12,7
258,Toronto C06,20,"$10,724,990","$536,250","$582,500",43,55.4%,74,2.3,97%,32,12,7
259,Toronto C07,95,"$49,558,868","$521,672","$378,000",242,51.3%,366,2.3,98%,25,12,7
260,Toronto C08,122,"$49,290,488","$404,020","$374,550",297,54.9%,455,2.4,98%,30,12,7
261,Toronto C09,19,"$18,193,000","$957,526","$731,000",27,57.3%,56,2.5,99%,25,12,7
262,Toronto C10,50,"$28,713,189","$574,264","$449,250",83,63.2%,125,1.6,98%,29,12,7
263,Toronto C11,40,"$26,224,500","$655,613","$469,750",67,62.1%,86,1.9,98%,30,12,7
264,Toronto C12,27,"$35,251,400","$1,305,607","$850,000",71,49.3%,157,3.6,95%,42,12,7
265,Toronto C13,62,"$34,583,817","$557,804","$420,750",136,60.5%,179,1.8,99%,23,12,7
266,Toronto C14,122,"$59,268,048","$485,804","$379,500",348,50.6%,574,2.3,98%,25,12,7
267,Toronto C15,136,"$67,242,989","$494,434","$416,250",268,50.8%,416,2.4,98%,27,12,7
268,Toronto East,844,"$358,829,291","$425,153","$396,000","1,518",60.1%,"1,933",1.9,99%,22,12,7
269,Toronto E01,61,"$33,148,955","$543,425","$530,000",110,61.9%,107,1.5,101%,15,12,7
270,Toronto E02,73,"$52,151,067","$714,398","$645,000",82,64.2%,85,1.3,100%,12,12,7
271,Toronto E03,85,"$46,520,548","$547,301","$510,000",143,60.7%,167,1.5,99%,18,12,7
272,Toronto E04,106,"$36,206,215","$341,568","$344,000",180,60.4%,250,2.0,100%,23,12,7
273,Toronto E05,92,"$36,933,562","$401,452","$334,500",154,66.0%,183,1.4,99%,21,12,7
274,Toronto E06,28,"$13,275,500","$474,125","$419,250",58,56.8%,61,1.6,99%,21,12,7
275,Toronto E07,74,"$26,090,780","$352,578","$356,000",190,56.8%,250,2.3,99%,26,12,7
276,Toronto E08,59,"$24,731,766","$419,182","$390,000",84,61.0%,126,2.3,97%,32,12,7
277,Toronto E09,118,"$37,390,222","$316,866","$321,400",226,56.0%,334,2.4,99%,26,12,7
278,Toronto E10,61,"$25,108,628","$411,617","$420,000",109,62.4%,129,1.8,99%,19,12,7
279,Toronto E11,87,"$27,272,048","$313,472","$285,000",182,56.6%,241,2.3,98%,23,12,7
280,TREB Total,"6,418","$3,074,834,150","$479,095","$410,000","11,748",57.5%,"19,043",2.3,98%,28,12,8
281,City of Toronto Total,"2,282","$1,135,909,249","$497,769","$399,050","4,273",55.0%,"7,492",2.4,98%,29,12,8
282,Toronto West,591,"$264,149,245","$446,953","$398,000","1,005",57.2%,"1,807",2.5,98%,30,12,8
283,Toronto W01,33,"$18,390,650","$557,292","$410,000",66,51.9%,123,2.4,101%,29,12,8
284,Toronto W02,58,"$30,749,927","$530,171","$505,939",66,66.0%,84,1.3,100%,23,12,8
285,Toronto W03,32,"$12,993,700","$406,053","$410,400",67,68.1%,99,1.7,98%,28,12,8
286,Toronto W04,54,"$18,766,650","$347,531","$333,250",95,59.0%,180,2.6,99%,33,12,8
287,Toronto W05,103,"$34,745,954","$337,339","$352,000",129,59.2%,254,2.9,97%,34,12,8
288,Toronto W06,99,"$45,797,340","$462,599","$430,000",220,46.1%,389,3.4,98%,33,12,8
289,Toronto W07,22,"$14,082,850","$640,130","$612,225",20,68.2%,29,1.4,102%,22,12,8
290,Toronto W08,106,"$62,949,876","$593,867","$431,000",148,58.8%,298,2.4,98%,32,12,8
291,Toronto W09,13,"$3,743,100","$287,931","$266,000",61,55.2%,131,2.9,98%,26,12,8
292,Toronto W10,71,"$21,929,198","$308,862","$364,000",133,55.6%,220,2.9,98%,27,12,8
293,Toronto Central,"1,005","$579,844,332","$576,960","$412,000","2,041",51.3%,"3,875",2.6,98%,30,12,8
294,Toronto C01,285,"$119,293,943","$418,575","$376,000",627,47.1%,"1,255",3.1,98%,30,12,8
295,Toronto C02,43,"$44,763,240","$1,041,006","$899,000",73,48.8%,187,3.4,96%,37,12,8
296,Toronto C03,27,"$21,138,900","$782,922","$650,000",41,60.5%,71,2.1,99%,30,12,8
297,Toronto C04,62,"$54,537,750","$879,641","$828,300",91,56.4%,150,2.2,97%,31,12,8
298,Toronto C06,17,"$9,978,544","$586,973","$601,000",34,55.4%,72,2.4,99%,52,12,8
299,Toronto C07,77,"$41,879,055","$543,884","$430,000",207,49.6%,356,2.5,98%,26,12,8
300,Toronto C08,113,"$46,914,684","$415,174","$367,000",224,53.1%,405,2.5,97%,32,12,8
301,Toronto C09,14,"$23,236,638","$1,659,760","$1,263,000",23,56.9%,46,2.5,102%,23,12,8
302,Toronto C10,34,"$17,821,288","$524,156","$435,000",64,61.8%,103,1.7,99%,25,12,8
303,Toronto C11,23,"$11,644,000","$506,261","$230,000",58,59.4%,85,2.1,97%,32,12,8
304,Toronto C12,25,"$45,836,150","$1,833,446","$1,426,000",50,47.9%,142,3.8,95%,29,12,8
305,Toronto C13,59,"$29,740,594","$504,078","$424,000",89,60.6%,149,1.9,98%,30,12,8
306,Toronto C14,122,"$67,347,466","$552,028","$406,000",275,49.5%,493,2.5,97%,29,12,8
307,Toronto C15,104,"$45,712,080","$439,539","$362,950",185,49.9%,361,2.5,98%,30,12,8
308,Toronto East,686,"$291,915,672","$425,533","$390,000","1,227",59.7%,"1,810",1.9,99%,25,12,8
309,Toronto E01,42,"$23,323,663","$555,325","$522,940",76,61.8%,108,1.5,100%,17,12,8
310,Toronto E02,43,"$35,123,810","$816,833","$637,000",51,64.7%,64,1.3,99%,23,12,8
311,Toronto E03,79,"$38,294,655","$484,742","$470,000",86,62.4%,124,1.4,99%,21,12,8
312,Toronto E04,90,"$29,264,676","$325,163","$341,500",151,59.4%,227,2.1,98%,27,12,8
313,Toronto E05,67,"$27,010,980","$403,149","$350,000",152,64.0%,191,1.5,99%,24,12,8
314,Toronto E06,33,"$16,286,100","$493,518","$435,000",41,58.7%,47,1.6,98%,17,12,8
315,Toronto E07,62,"$25,293,300","$407,956","$408,000",163,55.2%,268,2.5,98%,29,12,8
316,Toronto E08,35,"$16,872,700","$482,077","$400,000",90,59.4%,130,2.3,96%,26,12,8
317,Toronto E09,102,"$31,510,410","$308,926","$292,500",182,56.0%,306,2.5,99%,28,12,8
318,Toronto E10,46,"$20,237,478","$439,945","$433,500",89,61.4%,124,1.9,98%,27,12,8
319,Toronto E11,87,"$28,697,900","$329,861","$312,000",146,57.0%,221,2.3,98%,27,12,8
320,TREB Total,"5,879","$2,961,029,998","$503,662","$420,000","15,220",56.2%,"21,621",2.4,98%,28,12,9
321,City of Toronto Total,"2,255","$1,235,516,776","$547,901","$430,000","6,342",53.5%,"8,740",2.5,99%,28,12,9
322,Toronto West,553,"$265,031,332","$479,261","$420,000","1,509",56.0%,"2,120",2.6,99%,28,12,9
323,Toronto W01,51,"$29,666,846","$581,703","$510,000",132,51.0%,160,2.5,100%,27,12,9
324,Toronto W02,64,"$37,374,075","$583,970","$525,000",128,66.5%,118,1.4,101%,22,12,9
325,Toronto W03,40,"$16,658,077","$416,452","$414,000",112,66.5%,130,1.7,99%,20,12,9
326,Toronto W04,53,"$18,893,825","$356,487","$373,000",153,57.3%,206,2.7,98%,30,12,9
327,Toronto W05,62,"$20,566,150","$331,712","$362,500",155,57.8%,262,2.9,97%,37,12,9
328,Toronto W06,76,"$33,874,400","$445,716","$388,450",276,44.4%,451,3.6,99%,30,12,9
329,Toronto W07,35,"$24,747,400","$707,069","$650,000",52,71.3%,33,1.3,101%,14,12,9
330,Toronto W08,79,"$49,334,011","$624,481","$529,900",284,57.7%,399,2.5,99%,32,12,9
331,Toronto W09,34,"$15,381,737","$452,404","$415,000",72,54.3%,136,2.9,100%,28,12,9
332,Toronto W10,59,"$18,534,811","$314,149","$372,500",145,54.4%,225,2.9,97%,30,12,9
333,Toronto Central,"1,012","$666,093,959","$658,196","$455,500","3,239",49.4%,"4,577",2.8,98%,30,12,9
334,Toronto C01,280,"$128,337,085","$458,347","$388,500",907,45.2%,"1,402",3.3,99%,32,12,9
335,Toronto C02,64,"$70,820,206","$1,106,566","$814,500",214,47.1%,268,3.5,98%,36,12,9
336,Toronto C03,33,"$28,134,331","$852,555","$690,000",92,59.8%,104,2.2,100%,23,12,9
337,Toronto C04,76,"$87,189,730","$1,147,233","$1,050,500",243,54.2%,247,2.3,99%,22,12,9
338,Toronto C06,22,"$10,563,180","$480,145","$499,000",73,52.3%,94,2.6,97%,33,12,9
339,Toronto C07,73,"$39,662,400","$543,321","$417,000",230,48.0%,365,2.7,98%,32,12,9
340,Toronto C08,116,"$54,980,190","$473,967","$387,000",362,50.8%,471,2.7,98%,28,12,9
341,Toronto C09,16,"$17,645,500","$1,102,844","$1,090,000",61,58.5%,80,2.5,100%,25,12,9
342,Toronto C10,42,"$26,012,900","$619,355","$442,000",113,60.4%,125,1.7,100%,26,12,9
343,Toronto C11,33,"$26,242,319","$795,222","$775,000",102,56.6%,124,2.2,101%,24,12,9
344,Toronto C12,26,"$48,714,850","$1,873,648","$1,725,000",93,47.6%,170,4.0,94%,47,12,9
345,Toronto C13,49,"$30,216,803","$616,669","$529,000",122,58.9%,163,2.0,98%,27,12,9
346,Toronto C14,107,"$55,793,575","$521,435","$390,000",366,46.8%,557,2.7,98%,32,12,9
347,Toronto C15,75,"$41,780,890","$557,079","$445,000",261,48.4%,407,2.7,98%,27,12,9
348,Toronto East,690,"$304,391,485","$441,147","$416,000","1,594",58.9%,"2,043",2.0,99%,24,12,9
349,Toronto E01,85,"$50,205,212","$590,650","$575,000",168,62.0%,139,1.5,102%,14,12,9
350,Toronto E02,44,"$31,784,559","$722,376","$616,000",141,63.7%,120,1.3,100%,13,12,9
351,Toronto E03,76,"$40,727,853","$535,893","$510,000",202,61.2%,175,1.5,101%,17,12,9
352,Toronto E04,77,"$27,554,564","$357,851","$401,500",184,57.9%,250,2.2,99%,24,12,9
353,Toronto E05,75,"$29,646,806","$395,291","$343,000",157,62.1%,193,1.6,99%,24,12,9
354,Toronto E06,24,"$12,095,000","$503,958","$457,500",57,57.3%,61,1.7,98%,13,12,9
355,Toronto E07,72,"$26,258,100","$364,696","$352,500",148,56.0%,264,2.5,99%,33,12,9
356,Toronto E08,41,"$18,090,711","$441,237","$436,000",116,56.1%,160,2.4,96%,30,12,9
357,Toronto E09,90,"$30,466,580","$338,518","$350,000",185,55.5%,310,2.6,98%,31,12,9
358,Toronto E10,38,"$15,307,700","$402,834","$417,000",100,61.3%,155,1.9,97%,31,12,9
359,Toronto E11,68,"$22,254,400","$327,271","$337,500",136,56.9%,216,2.3,97%,29,12,9
360,TREB Total,"6,896","$3,471,990,813","$503,479","$425,000","13,054",55.5%,"20,737",2.4,98%,28,12,10
361,City of Toronto Total,"2,730","$1,471,984,594","$539,188","$437,639","5,568",52.6%,"8,492",2.6,98%,26,12,10
362,Toronto West,723,"$356,786,062","$493,480","$431,500","1,386",55.3%,"2,073",2.6,99%,25,12,10
363,Toronto W01,74,"$44,030,100","$595,001","$509,000",87,52.0%,132,2.5,100%,24,12,10
364,Toronto W02,67,"$40,029,200","$597,451","$530,000",133,64.1%,135,1.4,100%,20,12,10
365,Toronto W03,64,"$24,742,017","$386,594","$395,000",86,66.3%,120,1.7,99%,21,12,10
366,Toronto W04,79,"$32,680,430","$413,676","$416,000",135,57.3%,207,2.7,97%,25,12,10
367,Toronto W05,72,"$26,304,091","$365,335","$369,500",146,57.2%,257,2.9,97%,30,12,10
368,Toronto W06,106,"$49,465,600","$466,657","$430,000",278,42.7%,459,3.8,98%,29,12,10
369,Toronto W07,28,"$18,901,789","$675,064","$600,500",44,71.1%,39,1.3,103%,12,12,10
370,Toronto W08,128,"$82,155,746","$641,842","$557,750",277,56.7%,394,2.6,99%,25,12,10
371,Toronto W09,41,"$17,731,339","$432,472","$470,000",71,55.3%,123,2.9,99%,32,12,10
372,Toronto W10,64,"$20,745,750","$324,152","$374,000",129,53.8%,207,2.9,97%,28,12,10
373,Toronto Central,"1,214","$770,025,337","$634,288","$460,000","2,802",48.1%,"4,508",2.9,98%,29,12,10
374,Toronto C01,305,"$142,405,018","$466,902","$394,000",749,43.8%,"1,325",3.5,98%,32,12,10
375,Toronto C02,80,"$73,102,461","$913,781","$770,000",158,46.8%,273,3.6,99%,26,12,10
376,Toronto C03,43,"$39,610,136","$921,166","$675,000",95,59.3%,117,2.2,99%,18,12,10
377,Toronto C04,84,"$82,981,029","$987,869","$824,000",166,54.2%,244,2.3,99%,22,12,10
378,Toronto C06,22,"$13,059,800","$593,627","$650,000",48,51.7%,96,2.7,98%,24,12,10
379,Toronto C07,87,"$48,853,363","$561,533","$415,000",244,46.7%,373,2.8,97%,31,12,10
380,Toronto C08,143,"$66,790,440","$467,066","$392,500",326,49.3%,468,2.8,97%,28,12,10
381,Toronto C09,28,"$29,438,965","$1,051,392","$797,500",54,56.3%,82,2.6,99%,25,12,10
382,Toronto C10,64,"$46,181,881","$721,592","$691,500",127,60.1%,140,1.7,100%,27,12,10
383,Toronto C11,38,"$23,072,612","$607,174","$311,000",72,55.3%,134,2.3,99%,29,12,10
384,Toronto C12,24,"$42,824,000","$1,784,333","$1,495,000",77,45.5%,168,4.1,93%,40,12,10
385,Toronto C13,67,"$35,239,088","$525,957","$438,000",128,58.3%,174,2.0,99%,28,12,10
386,Toronto C14,131,"$74,332,218","$567,422","$421,800",331,44.3%,519,2.9,98%,28,12,10
387,Toronto C15,98,"$52,134,326","$531,983","$473,500",227,47.2%,395,2.9,96%,35,12,10
388,Toronto East,793,"$345,173,195","$435,275","$420,000","1,380",58.7%,"1,911",2.0,99%,24,12,10
389,Toronto E01,89,"$51,409,846","$577,639","$562,000",143,61.9%,144,1.5,101%,15,12,10
390,Toronto E02,79,"$47,295,022","$598,671","$530,000",117,63.1%,106,1.4,100%,13,12,10
391,Toronto E03,99,"$51,786,937","$523,100","$517,000",147,60.9%,168,1.5,100%,20,12,10
392,Toronto E04,96,"$32,825,787","$341,935","$385,000",166,58.4%,236,2.2,98%,23,12,10
393,Toronto E05,79,"$30,417,988","$385,038","$360,000",138,62.0%,177,1.7,98%,26,12,10
394,Toronto E06,27,"$14,682,964","$543,813","$525,000",63,54.6%,73,1.8,98%,14,12,10
395,Toronto E07,69,"$26,173,064","$379,320","$369,000",156,55.3%,242,2.6,97%,24,12,10
396,Toronto E08,50,"$22,675,233","$453,505","$427,500",106,55.1%,166,2.5,98%,23,12,10
397,Toronto E09,91,"$28,077,193","$308,541","$291,000",158,55.9%,271,2.6,98%,36,12,10
398,Toronto E10,49,"$21,322,008","$435,143","$448,000",98,60.3%,154,2.0,98%,30,12,10
399,Toronto E11,65,"$18,507,153","$284,725","$291,000",88,57.5%,174,2.4,97%,36,12,10
400,TREB Total,"5,793","$2,811,505,718","$485,328","$410,000","9,838",54.4%,"18,311",2.5,97%,30,12,11
401,City of Toronto Total,"2,308","$1,195,235,446","$517,866","$425,000","4,056",51.4%,"7,456",2.7,98%,29,12,11
402,Toronto West,647,"$304,516,210","$470,659","$417,000","1,027",54.7%,"1,841",2.6,98%,30,12,11
403,Toronto W01,51,"$26,880,039","$527,060","$484,900",69,50.7%,109,2.6,100%,23,12,11
404,Toronto W02,83,"$45,620,514","$549,645","$525,000",112,64.4%,120,1.4,100%,19,12,11
405,Toronto W03,45,"$17,136,200","$380,804","$390,000",92,64.6%,127,1.8,97%,28,12,11
406,Toronto W04,67,"$25,101,350","$374,647","$365,000",83,57.2%,173,2.7,97%,31,12,11
407,Toronto W05,83,"$27,229,400","$328,065","$340,000",117,57.2%,223,2.9,97%,35,12,11
408,Toronto W06,82,"$39,424,336","$480,785","$445,000",196,41.6%,423,3.9,98%,32,12,11
409,Toronto W07,23,"$16,324,499","$709,761","$660,000",33,70.0%,36,1.3,100%,17,12,11
410,Toronto W08,112,"$72,777,123","$649,796","$512,500",184,55.5%,349,2.6,97%,29,12,11
411,Toronto W09,36,"$14,226,400","$395,178","$438,750",50,55.3%,99,2.9,97%,40,12,11
412,Toronto W10,65,"$19,796,349","$304,559","$340,000",91,54.5%,182,2.8,96%,36,12,11
413,Toronto Central,"1,003","$614,440,760","$612,603","$450,000","1,943",46.6%,"3,955",3.1,97%,31,12,11
414,Toronto C01,264,"$127,105,190","$481,459","$402,750",595,42.1%,"1,214",3.7,98%,33,12,11
415,Toronto C02,46,"$45,439,575","$987,817","$767,000",115,44.8%,260,3.8,97%,26,12,11
416,Toronto C03,34,"$26,901,888","$791,232","$580,000",61,57.5%,104,2.2,97%,23,12,11
417,Toronto C04,60,"$59,538,000","$992,300","$930,250",117,52.5%,231,2.4,97%,26,12,11
418,Toronto C06,30,"$16,990,732","$566,358","$591,500",55,51.0%,86,2.8,98%,38,12,11
419,Toronto C07,86,"$46,643,615","$542,368","$387,250",120,45.8%,308,3.0,97%,33,12,11
420,Toronto C08,114,"$47,843,751","$419,682","$356,500",191,47.6%,374,2.9,98%,33,12,11
421,Toronto C09,25,"$26,486,438","$1,059,458","$777,500",30,56.1%,67,2.6,96%,18,12,11
422,Toronto C10,56,"$33,507,213","$598,343","$492,000",82,58.7%,111,1.8,99%,20,12,11
423,Toronto C11,46,"$29,613,482","$643,771","$333,500",55,56.6%,103,2.3,97%,30,12,11
424,Toronto C12,18,"$28,376,500","$1,576,472","$1,690,000",53,42.4%,151,4.5,94%,48,12,11
425,Toronto C13,57,"$28,692,999","$503,386","$425,000",84,57.0%,145,2.1,99%,26,12,11
426,Toronto C14,89,"$49,214,090","$552,967","$375,000",222,42.6%,469,3.2,96%,37,12,11
427,Toronto C15,78,"$48,087,287","$616,504","$501,500",163,46.0%,332,3.0,96%,31,12,11
428,Toronto East,658,"$276,278,476","$419,876","$416,950","1,086",57.5%,"1,660",2.1,98%,27,12,11
429,Toronto E01,64,"$34,792,400","$543,631","$540,000",105,60.6%,117,1.5,99%,19,12,11
430,Toronto E02,44,"$25,140,650","$571,378","$532,500",84,60.7%,104,1.4,99%,13,12,11
431,Toronto E03,76,"$41,220,317","$542,373","$533,500",130,58.9%,138,1.6,101%,17,12,11
432,Toronto E04,80,"$28,719,569","$358,995","$384,000",138,57.4%,213,2.2,97%,30,12,11
433,Toronto E05,57,"$21,076,768","$369,768","$340,000",100,60.0%,157,1.8,97%,37,12,11
434,Toronto E06,31,"$16,342,150","$527,166","$465,000",42,54.1%,57,1.7,98%,20,12,11
435,Toronto E07,60,"$22,560,800","$376,013","$410,000",106,54.3%,200,2.6,97%,33,12,11
436,Toronto E08,55,"$21,158,721","$384,704","$400,000",67,55.9%,140,2.5,97%,28,12,11
437,Toronto E09,91,"$30,005,301","$329,729","$335,000",146,55.4%,238,2.6,98%,32,12,11
438,Toronto E10,52,"$20,588,250","$395,928","$426,250",78,59.1%,128,2.0,98%,26,12,11
439,Toronto E11,48,"$14,673,550","$305,699","$312,500",90,56.1%,168,2.4,98%,35,12,11
440,TREB Total,"3,690","$1,766,546,971","$478,739","$405,000","4,295",53.9%,"13,241",2.5,97%,36,12,12
441,City of Toronto Total,"1,470","$726,367,202","$494,127","$404,250","1,679",51.0%,"5,291",2.7,97%,37,12,12
442,Toronto West,384,"$169,638,031","$441,766","$397,450",433,54.1%,"1,341",2.7,97%,36,12,12
443,Toronto W01,19,"$10,955,475","$576,604","$429,000",20,50.3%,65,2.6,96%,31,12,12
444,Toronto W02,38,"$21,229,500","$558,671","$539,500",29,64.3%,78,1.4,100%,20,12,12
445,Toronto W03,40,"$16,782,566","$419,564","$397,450",31,65.1%,88,1.8,98%,25,12,12
446,Toronto W04,42,"$16,169,500","$384,988","$362,500",40,57.3%,128,2.6,97%,40,12,12
447,Toronto W05,50,"$14,063,450","$281,269","$274,000",62,56.1%,182,2.9,97%,47,12,12
448,Toronto W06,56,"$24,410,610","$435,904","$441,000",82,41.6%,318,4.0,97%,43,12,12
449,Toronto W07,6,"$3,323,000","$553,833","$584,500",8,68.1%,28,1.3,98%,28,12,12
450,Toronto W08,84,"$45,903,300","$546,468","$491,450",67,54.7%,218,2.7,97%,33,12,12
451,Toronto W09,19,"$7,304,630","$384,454","$460,000",25,54.3%,76,2.9,96%,62,12,12
452,Toronto W10,30,"$9,496,000","$316,533","$372,500",69,52.7%,160,2.9,96%,27,12,12
453,Toronto Central,650,"$378,859,814","$582,861","$410,000",788,46.2%,"2,763",3.1,97%,40,12,12
454,Toronto C01,167,"$78,879,340","$472,331","$394,500",268,41.4%,926,3.8,98%,39,12,12
455,Toronto C02,26,"$16,717,899","$642,996","$556,250",34,44.5%,182,3.9,97%,40,12,12
456,Toronto C03,20,"$23,811,999","$1,190,600","$687,500",20,56.9%,73,2.3,95%,28,12,12
457,Toronto C04,35,"$34,668,018","$990,515","$1,020,000",48,52.1%,145,2.5,96%,40,12,12
458,Toronto C06,22,"$14,237,465","$647,158","$650,995",24,51.6%,64,2.7,98%,45,12,12
459,Toronto C07,48,"$23,510,590","$489,804","$379,400",56,45.1%,210,3.1,97%,41,12,12
460,Toronto C08,73,"$30,620,175","$419,454","$353,000",71,47.5%,237,2.9,97%,33,12,12
461,Toronto C09,13,"$13,956,000","$1,073,538","$620,000",12,54.9%,38,2.7,94%,43,12,12
462,Toronto C10,27,"$15,605,400","$577,978","$500,000",18,57.9%,64,1.9,100%,33,12,12
463,Toronto C11,18,"$10,589,550","$588,308","$247,500",18,55.7%,72,2.4,97%,43,12,12
464,Toronto C12,11,"$17,786,000","$1,616,909","$1,286,000",29,41.2%,117,4.6,96%,46,12,12
465,Toronto C13,33,"$17,467,300","$529,312","$415,000",35,56.5%,101,2.1,99%,32,12,12
466,Toronto C14,81,"$45,814,188","$565,607","$388,500",95,41.9%,332,3.3,96%,48,12,12
467,Toronto C15,76,"$35,195,890","$463,104","$375,620",60,46.9%,202,3.0,98%,41,12,12
468,Toronto East,436,"$177,869,357","$407,957","$395,000",458,57.1%,"1,187",2.1,98%,33,12,12
469,Toronto E01,26,"$13,284,800","$510,954","$445,500",29,60.1%,85,1.6,99%,28,12,12
470,Toronto E02,32,"$21,250,400","$664,075","$628,500",20,60.4%,49,1.4,99%,21,12,12
471,Toronto E03,55,"$28,108,750","$511,068","$535,000",37,59.1%,87,1.6,100%,28,12,12
472,Toronto E04,63,"$20,477,299","$325,036","$365,000",65,57.3%,166,2.2,98%,32,12,12
473,Toronto E05,42,"$15,380,050","$366,192","$309,500",33,59.2%,101,1.8,97%,35,12,12
474,Toronto E06,14,"$6,430,800","$459,343","$407,000",16,53.6%,34,1.8,97%,31,12,12
475,Toronto E07,42,"$15,002,100","$357,193","$362,000",64,52.9%,158,2.7,97%,44,12,12
476,Toronto E08,27,"$10,047,000","$372,111","$425,000",26,55.5%,103,2.6,97%,43,12,12
477,Toronto E09,65,"$21,062,140","$324,033","$328,000",61,56.1%,161,2.6,97%,35,12,12
478,Toronto E10,32,"$13,366,468","$417,702","$402,500",41,59.1%,97,2.1,97%,32,12,12
479,Toronto E11,38,"$13,459,550","$354,199","$351,000",66,54.8%,146,2.5,97%,32,12,12
480,TREB Total,"4,375","$2,111,585,195","$482,648","$412,500","10,624",53.5%,"14,231",2.6,98%,37,13,1
481,City of Toronto Total,"1,559","$791,751,646","$507,859","$413,500","4,207",50.6%,"5,736",2.7,98%,37,13,1
482,Toronto West,392,"$169,200,851","$431,635","$390,500","1,056",53.7%,"1,467",2.7,98%,39,13,1
483,Toronto W01,17,"$7,683,400","$451,965","$340,000",65,50.6%,78,2.6,98%,38,13,1
484,Toronto W02,37,"$20,129,200","$544,032","$575,000",60,64.4%,70,1.4,101%,32,13,1
485,Toronto W03,39,"$16,263,000","$417,000","$415,000",61,65.8%,82,1.8,99%,36,13,1
486,Toronto W04,33,"$13,344,200","$404,370","$358,900",83,56.9%,137,2.7,97%,50,13,1
487,Toronto W05,48,"$18,880,850","$393,351","$411,000",115,56.2%,192,2.9,97%,44,13,1
488,Toronto W06,48,"$20,646,189","$430,129","$371,500",277,40.0%,390,4.1,96%,43,13,1
489,Toronto W07,14,"$9,228,250","$659,161","$590,625",32,66.7%,30,1.4,100%,17,13,1
490,Toronto W08,69,"$35,517,202","$514,742","$480,000",207,53.8%,268,2.7,99%,35,13,1
491,Toronto W09,37,"$13,559,700","$366,478","$360,000",59,55.4%,72,2.8,97%,41,13,1
492,Toronto W10,50,"$13,948,860","$278,977","$256,450",97,53.4%,148,2.8,97%,42,13,1
493,Toronto Central,706,"$428,047,371","$606,299","$435,000","2,208",45.6%,"3,080",3.2,98%,39,13,1
494,Toronto C01,186,"$82,689,050","$444,565","$380,000",649,41.3%,977,3.8,97%,38,13,1
495,Toronto C02,26,"$26,714,300","$1,027,473","$767,500",127,43.4%,202,4.0,97%,44,13,1
496,Toronto C03,17,"$10,388,388","$611,082","$437,500",70,55.0%,92,2.3,101%,14,13,1
497,Toronto C04,44,"$46,251,447","$1,051,169","$937,500",147,49.9%,183,2.6,99%,23,13,1
498,Toronto C06,14,"$8,197,900","$585,564","$454,950",45,50.4%,62,2.8,95%,48,13,1
499,Toronto C07,62,"$32,457,088","$523,501","$388,000",179,44.1%,231,3.2,98%,39,13,1
500,Toronto C08,63,"$28,168,388","$447,117","$380,000",192,47.3%,272,3.0,98%,48,13,1
501,Toronto C09,13,"$19,258,000","$1,481,385","$1,095,000",55,53.5%,65,2.7,100%,23,13,1
502,Toronto C10,35,"$19,363,045","$553,230","$479,000",77,58.3%,80,1.9,99%,30,13,1
503,Toronto C11,24,"$12,653,170","$527,215","$315,750",65,54.1%,87,2.5,100%,46,13,1
504,Toronto C12,14,"$25,775,900","$1,841,136","$1,525,000",81,39.7%,137,4.7,95%,40,13,1
505,Toronto C13,37,"$24,259,900","$655,673","$495,000",97,55.2%,116,2.2,97%,34,13,1
506,Toronto C14,99,"$56,164,000","$567,313","$425,000",249,41.5%,356,3.4,97%,50,13,1
507,Toronto C15,72,"$35,706,795","$495,928","$454,500",175,47.3%,220,3.0,97%,39,13,1
508,Toronto East,461,"$194,503,424","$421,916","$389,000",943,57.1%,"1,189",2.1,99%,32,13,1
509,Toronto E01,36,"$21,247,900","$590,219","$565,000",93,59.4%,106,1.6,102%,26,13,1
510,Toronto E02,25,"$18,432,900","$737,316","$648,000",67,58.5%,66,1.5,100%,11,13,1
511,Toronto E03,51,"$26,531,000","$520,216","$506,000",112,58.5%,101,1.6,100%,20,13,1
512,Toronto E04,70,"$25,094,368","$358,491","$390,000",115,58.3%,150,2.2,97%,33,13,1
513,Toronto E05,41,"$15,245,488","$371,841","$332,500",67,59.5%,90,1.8,98%,33,13,1
